Sale_Price,Lot_Frontage,Lot_Area,Neighborhood,Overall_Qual,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Garage_Area,Longitude,Latitude
105500,21,1680,Briardale,Average,525,525,567,1092,320,-93.627536,42.051684
88000,21,1680,Briardale,Above_Average,525,525,567,1092,264,-93.62728,42.051685
127500,53,4043,Northpark_Villa,Above_Average,1069,1069,0,1069,440,-93.627232,42.049672
149900,24,2280,Northpark_Villa,Above_Average,855,855,601,1456,440,-93.625924,42.050683
120000,24,2280,Northpark_Villa,Good,836,836,0,836,308,-93.625966,42.050681
146000,24,2280,Northpark_Villa,Above_Average,855,855,601,1456,440,-93.625848,42.049811
376162,102,12858,Northridge_Heights,Excellent,1590,1627,707,2334,751,-93.653201,42.062352
306000,98,11478,Northridge_Heights,Very_Good,1704,1704,0,1704,772,-93.654645,42.062109
395192,83,10159,Northridge_Heights,Excellent,1930,1940,0,1940,606,-93.6537329,42.0611331
290941,94,12883,Northridge_Heights,Very_Good,1544,1544,0,1544,868,-93.6528306,42.0612885
220000,95,12182,Northridge_Heights,Good,1541,1541,0,1541,532,-93.652713,42.060872
275000,90,11520,Northridge_Heights,Excellent,1698,1698,0,1698,730,-93.65332,42.0608079
259000,79,14122,Northridge_Heights,Very_Good,1822,1822,0,1822,678,-93.652336,42.060879
214000,70,10171,Northridge_Heights,Good,1517,1535,0,1535,532,-93.652307,42.060298
611657,100,12919,Northridge_Heights,Excellent,2330,2364,0,2364,820,-93.655051,42.059617
224000,44,6371,Northridge_Heights,Good,1358,1358,0,1358,484,-93.650436,42.058388
500000,110,14300,Northridge_Heights,Excellent,2846,2696,0,2696,958,-93.656067,42.058599
320000,105,13650,Northridge_Heights,Very_Good,1671,1687,563,2250,756,-93.654853,42.057102
319900,61,7658,Northridge_Heights,Excellent,1752,1752,0,1752,576,-93.654121,42.057164
205000,41,7132,Northridge_Heights,Very_Good,1370,1370,0,1370,484,-93.649447,42.058252
175500,36,2628,Northridge_Heights,Good,764,764,862,1626,474,-93.651013,42.057181
199500,100,18494,Gilbert,Above_Average,1324,1324,0,1324,430,-93.644356,42.061928
160000,43,3203,Bloomington_Heights,Good,1145,1145,0,1145,437,-93.641635,42.06257
192000,43,3182,Bloomington_Heights,Very_Good,1256,1269,0,1269,430,-93.642252,42.062303
184500,67,13300,Gilbert,Good,384,744,630,1374,400,-93.644076,42.061443
216500,0,7851,Gilbert,Above_Average,860,860,1100,1960,440,-93.641487,42.060977
185088,63,8577,Gilbert,Good,847,847,886,1733,433,-93.642447,42.061193
180000,0,7750,Gilbert,Good,384,774,656,1430,400,-93.641325,42.060936
222500,0,9505,Gilbert,Good,884,884,1151,2035,434,-93.641337,42.057103
333168,108,14774,Northridge,Excellent,1393,1422,1177,2599,779,-93.651381,42.054386
355000,60,17433,Northridge,Very_Good,1629,1645,830,2475,962,-93.652334,42.053243
260400,59,10593,Northridge,Good,1720,1720,0,1720,527,-93.654206,42.051721
325000,98,12256,Northridge,Very_Good,1463,1500,1122,2622,712,-93.653616,42.051674
290000,92,11764,Northridge,Very_Good,1152,1164,1106,2270,671,-93.650356,42.052457
221000,58,16770,Northridge,Good,1195,1195,644,1839,486,-93.650578,42.052437
410000,56,14720,Northridge,Very_Good,2033,2053,1185,3238,666,-93.652972,42.050909
221500,73,8987,Somerset,Very_Good,1595,1595,0,1595,880,-93.642368,42.05306
204500,92,9215,Somerset,Good,1218,1218,0,1218,676,-93.649976,42.051827
215200,72,8640,Somerset,Good,756,764,783,1547,614,-93.650318,42.051653
262500,75,9000,Somerset,Very_Good,1566,1566,0,1566,750,-93.647105,42.050084
254900,100,12552,Somerset,Good,991,991,956,1947,678,-93.642773,42.052347
271500,84,10440,Somerset,Above_Average,1468,1468,0,1468,528,-93.642224,42.051429
233000,76,10142,Sawyer_West,Good,956,956,1128,2084,618,-93.692309,42.036255
181000,70,11920,Sawyer_West,Good,831,831,828,1659,484,-93.692412,42.036113
205000,0,8880,Sawyer_West,Good,948,1222,888,2110,463,-93.68981,42.036026
143000,50,8012,Sawyer_West,Above_Average,923,923,0,923,264,-93.686417,42.03548
189000,70,11218,Sawyer_West,Above_Average,1055,1055,790,1845,462,-93.687694,42.036659
99500,55,7892,Sawyer_West,Above_Average,918,918,0,918,264,-93.686263,42.034589
125000,50,7175,Sawyer_West,Above_Average,744,752,0,752,264,-93.686264,42.0347
194500,0,9453,Sawyer_West,Good,996,1014,730,1744,457,-93.68628,42.036633
152000,81,9672,Sawyer_West,Above_Average,1040,1097,0,1097,480,-93.685028,42.034555
171000,70,8400,Sawyer_West,Above_Average,650,888,676,1564,476,-93.685029,42.034678
67500,70,9800,Sawyer_West,Average,816,1012,0,1012,429,-93.6790694,42.03607540000001
112000,68,8930,Sawyer,Above_Average,0,1318,584,1902,539,-93.677205,42.036535
148000,88,11782,Sawyer,Average,1109,1155,0,1155,576,-93.673669,42.034793
138500,65,8450,Sawyer,Average,894,894,0,894,336,-93.670956,42.035685
122000,0,9819,Sawyer,Average,882,900,0,900,280,-93.672096,42.034856
133000,75,7500,Sawyer,Average,1040,1040,0,1040,308,-93.672067,42.03457
127000,0,6897,Sawyer,Average,1040,1040,0,1040,260,-93.669688,42.035333
169000,39,15410,Sawyer,Above_Average,1208,1494,0,1494,461,-93.660672,42.034603
190000,107,10186,Northridge,Good,750,1061,862,1923,564,-93.646749,42.048253
362500,85,13143,Northridge,Very_Good,1231,1251,1098,2349,762,-93.651773,42.046825
285000,88,11134,Northridge,Very_Good,1390,1402,823,2225,713,-93.652773,42.045773
260000,25,4835,Somerset,Good,1488,1488,0,1488,506,-93.647988,42.047452
190000,39,3515,Somerset,Good,840,840,840,1680,588,-93.64614,42.048086
155000,30,3215,Somerset,Good,600,600,600,1200,480,-93.645599,42.048566
151000,30,3182,Somerset,Good,600,600,600,1200,480,-93.644889,42.047899
149500,24,2544,Somerset,Good,600,600,600,1200,480,-93.644889,42.047876
152000,24,2544,Somerset,Above_Average,600,600,636,1236,480,-93.64489,42.047782
222000,0,4403,Somerset,Good,1470,1478,0,1478,484,-93.6468879,42.0471748
177500,0,2117,Somerset,Above_Average,756,769,804,1573,440,-93.645606,42.046145
177000,0,2980,Somerset,Above_Average,756,756,756,1512,440,-93.645585,42.046145
155000,24,2572,Somerset,Good,696,696,720,1416,484,-93.645482,42.046424
147110,0,2403,Somerset,Good,530,530,550,1080,496,-93.645478,42.046114
267916,57,12853,Somerset,Very_Good,1642,1418,0,1418,852,-93.641253,42.0470316
254000,68,7379,Somerset,Very_Good,975,975,873,1848,592,-93.643556,42.04638
155000,30,4420,Greens,Very_Good,728,788,0,788,484,-93.649361,42.042565
206000,40,3880,Greens,Very_Good,1226,1226,0,1226,484,-93.648143,42.043704
130500,0,13517,Sawyer,Above_Average,725,725,754,1479,475,-93.65921,42.034561
230000,80,8000,Somerset,Good,1492,1492,0,1492,596,-93.639516,42.048606
218500,0,10456,Northwest_Ames,Above_Average,1829,1829,0,1829,535,-93.633351,42.046322
243500,80,10791,Northwest_Ames,Above_Average,1280,1280,1215,2495,660,-93.636879,42.043038
205000,0,10603,Northwest_Ames,Above_Average,1610,1610,0,1610,480,-93.637463,42.043306
212500,0,18837,Northwest_Ames,Above_Average,1224,1287,604,1891,678,-93.637531,42.043306
196500,80,10421,Northwest_Ames,Good,980,980,734,1714,496,-93.637788,42.043329
197500,78,9360,Northwest_Ames,Above_Average,1161,1381,0,1381,676,-93.631435,42.043822
171000,80,9600,Northwest_Ames,Above_Average,715,930,715,1645,441,-93.632554,42.043821
142250,80,9600,North_Ames,Average,1232,1232,0,1232,490,-93.626137,42.046574
143000,0,9790,Northwest_Ames,Above_Average,1328,1328,0,1328,528,-93.625926,42.042205
128950,77,9320,North_Ames,Below_Average,950,1225,0,1225,0,-93.623383,42.043363
159000,90,9900,North_Ames,Average,1209,1209,0,1209,504,-93.626939,42.039085
178900,88,9680,North_Ames,Average,1510,1510,0,1510,517,-93.627536,42.038971
136300,0,10600,North_Ames,Above_Average,533,1131,644,1775,480,-93.626785,42.040326
180500,0,14112,North_Ames,Average,1152,1152,0,1152,484,-93.627809,42.041146
137500,80,8800,North_Ames,Above_Average,936,1054,0,1054,480,-93.625728,42.040391
84900,98,13260,North_Ames,Average,1728,1728,0,1728,0,-93.622904,42.0418387
142125,68,9717,North_Ames,Average,1078,1078,0,1078,240,-93.622864,42.039211
197600,68,9724,North_Ames,Average,1140,1929,532,2461,400,-93.620651,42.039211
172500,120,17360,North_Ames,Above_Average,782,1019,537,1556,470,-93.620504,42.038538
116500,50,7207,Brookside,Average,858,858,0,858,0,-93.629287,42.035256
76500,55,5350,Brookside,Fair,728,1306,0,1306,0,-93.629313,42.035482
128000,80,9920,North_Ames,Average,1056,1063,0,1063,280,-93.62475,42.035943
153000,80,9600,North_Ames,Above_Average,1156,1520,0,1520,364,-93.624601,42.036095
132000,78,7800,North_Ames,Average,1268,1268,0,1268,244,-93.621431,42.037424
178000,75,11380,North_Ames,Above_Average,1080,1128,0,1128,315,-93.618221,42.048494
154300,80,11600,North_Ames,Average,1105,1105,1169,2274,480,-93.6184183,42.0459375
180000,0,19900,North_Ames,Good,1947,2207,0,2207,576,-93.614307,42.049514
190000,137,16492,North_Ames,Above_Average,1517,1888,0,1888,578,-93.614244,42.047447
135000,70,8267,North_Ames,Average,1604,1604,0,1604,576,-93.617693,42.044895
214000,70,8197,North_Ames,Good,1480,1480,0,1480,620,-93.617553,42.043984
136000,0,8050,North_Ames,Average,1143,1143,0,1143,308,-93.617117,42.042908
165500,70,10552,North_Ames,Average,1398,1700,0,1700,447,-93.6177041,42.0430839
145000,70,8400,North_Ames,Average,1314,1314,0,1314,294,-93.618626,42.044847
148000,73,8760,North_Ames,Above_Average,1194,1194,0,1194,312,-93.616582,42.043969
142000,0,12160,North_Ames,Average,1188,1188,0,1188,531,-93.614882,42.044052
167500,73,9300,North_Ames,Average,1268,1264,0,1264,461,-93.613301,42.044176
108538,87,10725,North_Ames,Average,1206,1206,0,1206,312,-93.61513,42.044883
159500,80,10032,North_Ames,Above_Average,1244,1580,0,1580,440,-93.614241,42.0435919
108000,60,8382,North_Ames,Below_Average,832,832,505,1337,263,-93.613624,42.042308
135000,60,10950,North_Ames,Average,864,1064,0,1064,318,-93.615622,42.040396
122500,119,10895,North_Ames,Average,972,972,0,972,305,-93.617092,42.04137
119000,70,13587,North_Ames,Average,988,988,0,988,264,-93.61722,42.038515
109000,68,7922,North_Ames,Average,1057,1057,0,1057,246,-93.618428,42.039841
105000,65,7898,North_Ames,Below_Average,576,985,0,985,676,-93.615475,42.038443
107500,60,7200,North_Ames,Average,0,827,0,827,392,-93.611642,42.038521
144900,85,10200,North_Ames,Average,1086,1086,0,1086,490,-93.618788,42.038249
129000,74,5868,North_Ames,Average,936,936,0,936,308,-93.6192014,42.0381282
97500,78,17503,North_Ames,Above_Average,912,912,546,1458,330,-93.620341,42.035869
144000,64,6979,Old_Town,Above_Average,1056,1056,0,1056,576,-93.6116762,42.0372097
162000,0,9830,North_Ames,Average,1063,1287,0,1287,576,-93.607275,42.040085
242000,96,11275,North_Ames,Good,710,1898,1080,2978,564,-93.606905,42.041119
132000,60,8064,North_Ames,Above_Average,816,816,408,1224,280,-93.61061,42.035867
154000,75,7500,North_Ames,Average,1246,1246,0,1246,305,-93.605969,42.03594
166000,71,8520,North_Ames,Average,910,910,475,1385,720,-93.609218,42.0347571
134800,60,7200,North_Ames,Average,900,900,0,900,576,-93.607801,42.034848
160000,87,10000,North_Ames,Above_Average,1116,1116,0,1116,440,-93.605943,42.034748
148000,81,7635,North_Ames,Average,1175,1175,0,1175,484,-93.606742,42.034851
192000,80,9760,North_Ames,Above_Average,1395,1395,0,1395,440,-93.604835,42.036873
155000,70,7700,North_Ames,Above_Average,756,1051,788,1839,442,-93.603705,42.037093
80400,60,4800,Old_Town,Below_Average,709,1157,687,1844,240,-93.617014,42.033313
96500,55,8800,Old_Town,Below_Average,576,792,348,1140,0,-93.617135,42.032134
109500,56,4485,Old_Town,Average,936,936,0,936,0,-93.62024,42.031363
115000,56,8960,Old_Town,Average,1008,1028,0,1028,360,-93.620241,42.031381
143000,69,5805,Old_Town,Average,1347,1347,0,1347,551,-93.6179112,42.0303783
107400,60,5790,Old_Town,Fair,840,840,765,1605,379,-93.614002,42.033279
80000,47,4608,Old_Town,Below_Average,747,747,0,747,220,-93.615431,42.033644
119000,60,7200,Old_Town,Average,788,804,0,804,240,-93.615446,42.032391
130000,50,5500,Old_Town,Average,926,926,0,1316,484,-93.608954,42.03128
119000,50,6900,Old_Town,Above_Average,827,827,424,1251,240,-93.6090761,42.0303113
129000,69,11851,Old_Town,Average,1027,1027,606,1633,240,-93.610466,42.030383
100000,0,8239,Old_Town,Average,1008,1060,185,1245,315,-93.610468,42.030467
12789,68,9656,Old_Town,Poor,678,832,0,832,780,-93.606789,42.030388
105900,60,8520,Old_Town,Above_Average,624,720,0,720,484,-93.606789,42.030331
150000,60,9600,Old_Town,Very_Good,930,930,636,1566,288,-93.616887,42.028099
139000,60,10800,Old_Town,Average,686,966,686,1652,416,-93.610588,42.029146
240000,50,9000,Old_Town,Very_Good,346,1157,1111,2268,624,-93.61221,42.028145
76500,100,9045,Old_Town,Average,840,1128,1128,2256,0,-93.608878,42.028083
149700,90,7407,Old_Town,Above_Average,912,1236,0,1236,923,-93.608246,42.03005
125500,60,7740,Old_Town,Below_Average,622,741,622,1363,528,-93.607238,42.028164
122500,60,11340,Old_Town,Below_Average,777,1246,1044,2290,560,-93.608752,42.02916
140750,60,10560,Old_Town,Above_Average,738,868,602,1470,624,-93.607088,42.028165
128500,53,5830,Brookside,Average,988,1030,582,1612,363,-93.625737,42.033642
209500,0,7793,Brookside,Good,1108,1160,908,2068,315,-93.625825,42.030187
87000,50,5000,Brookside,Below_Average,765,765,0,765,200,-93.625586,42.033621
134000,50,6000,Brookside,Above_Average,608,608,524,1132,240,-93.624566,42.033563
128000,50,6000,Brookside,Above_Average,572,848,348,1196,576,-93.622597,42.0336
132000,53,6360,Brookside,Average,835,955,498,1453,240,-93.623523,42.033665
139900,50,6000,Brookside,Above_Average,780,780,636,1416,312,-93.622448,42.033631
123900,52,6240,Brookside,Average,528,548,492,1040,624,-93.623483,42.031556
138400,52,6240,Brookside,Average,928,928,608,1536,480,-93.621482,42.031337
109500,51,6120,Old_Town,Above_Average,1124,1068,0,1068,288,-93.620409,42.032302
140000,50,10300,Old_Town,Good,576,902,808,1710,480,-93.62338,42.027986
149500,57,8094,Old_Town,Below_Average,888,888,1074,1962,572,-93.621674,42.028888
159900,60,12900,Old_Town,Above_Average,780,780,780,1560,0,-93.621835,42.028875
122000,52,3068,Old_Town,Above_Average,662,662,662,1324,180,-93.621632,42.026914
110000,110,8472,Iowa_DOT_and_Rail_Road,Average,816,816,0,816,516,-93.629495,42.020693
55000,70,5600,Iowa_DOT_and_Rail_Road,Below_Average,0,372,720,1092,0,-93.626876,42.024141
140000,76,7630,Old_Town,Average,360,1032,780,1812,672,-93.620386,42.026741
244400,0,24090,Clear_Creek,Good,1032,1207,1196,2403,349,-93.656231,42.033454
173000,100,15263,Clear_Creek,Average,1422,1675,0,1675,365,-93.655538,42.032432
107500,72,10632,Clear_Creek,Average,689,725,499,1224,180,-93.658265,42.028256
100000,60,9900,South_and_West_of_Iowa_State_University,Average,1212,1212,180,1392,0,-93.656924,42.026752
95000,65,6001,South_and_West_of_Iowa_State_University,Above_Average,600,600,319,919,231,-93.658081,42.02616
93369,0,6449,South_and_West_of_Iowa_State_University,Below_Average,707,942,942,1884,0,-93.657573,42.025255
114900,60,6048,South_and_West_of_Iowa_State_University,Average,856,936,744,1680,450,-93.655849,42.022825
94000,54,6342,Sawyer,Average,780,780,240,1020,0,-93.672036,42.034451
136000,72,10773,Sawyer,Below_Average,1832,1832,0,1832,0,-93.671021,42.033386
136500,72,10778,Sawyer,Below_Average,1768,1768,0,1768,0,-93.671076,42.033387
131500,75,11625,Sawyer,Average,1039,1039,0,1039,504,-93.673401,42.033008
121500,0,11341,Sawyer,Average,1392,1392,0,1392,528,-93.672381,42.03237
125000,70,8521,Sawyer,Average,912,912,0,912,336,-93.678141,42.029867
154000,0,8246,Sawyer,Average,1060,1060,0,1060,270,-93.676659,42.03069
137900,65,7800,Sawyer,Average,864,892,0,892,416,-93.677992,42.029924
158000,80,9364,Sawyer,Above_Average,663,663,689,1352,299,-93.676654,42.029731
137250,65,7832,Sawyer,Average,864,864,0,864,280,-93.676674,42.030519
160250,0,7424,Sawyer,Average,1319,1373,0,1373,591,-93.671511,42.031187
163000,86,11227,Sawyer,Average,720,720,720,1440,480,-93.673565,42.03136
158900,0,11616,Sawyer,Above_Average,672,672,714,1386,440,-93.672523,42.03128
328000,80,14000,Clear_Creek,Good,1306,1306,954,2260,533,-93.670503,42.030082
270000,0,20062,Clear_Creek,Good,1420,1483,0,1483,690,-93.670114,42.03009
85000,94,9259,Sawyer,Below_Average,660,756,0,756,440,-93.663619,42.03387
128000,60,9600,Sawyer,Below_Average,1067,1067,0,1067,436,-93.668378,42.032164
260000,0,23595,Clear_Creek,Good,1332,1332,192,1524,586,-93.667904,42.026547
230000,0,17082,Clear_Creek,Above_Average,1117,1117,864,1981,522,-93.675038,42.024673
124000,124,18600,Edwards,Fair,972,1052,558,1610,480,-93.671178,42.023079
83000,85,10625,Edwards,Average,458,835,0,835,366,-93.662762,42.028226
144500,65,11479,Edwards,Above_Average,663,1074,0,1074,467,-93.66357,42.026533
129000,68,9571,Edwards,Average,1144,1144,0,1144,596,-93.667708,42.024208
127000,50,9350,Edwards,Below_Average,756,1169,0,1531,209,-93.66526,42.025173
128000,75,9525,Edwards,Average,1172,1172,0,1172,366,-93.666097,42.02526
186000,83,10420,Edwards,Above_Average,1212,1212,0,1212,460,-93.6658876,42.0247497
308030,44,17485,Edwards,Good,1508,1508,0,1508,572,-93.665799,42.024126
114000,0,11200,Edwards,Average,1250,1298,0,1298,504,-93.663367,42.025019
84900,60,11100,Edwards,Below_Average,0,930,0,930,308,-93.659808,42.024162
178000,77,9206,Sawyer_West,Above_Average,741,977,755,1732,476,-93.685001,42.03374
270000,83,11980,Sawyer_West,Good,1433,1433,0,1433,528,-93.685988,42.032076
218000,87,12361,Sawyer_West,Above_Average,946,964,838,1802,1017,-93.683167,42.033783
236000,80,9938,Sawyer_West,Good,1050,1062,887,1949,574,-93.682026,42.03068
147000,73,9069,Sawyer_West,Above_Average,936,996,0,996,564,-93.6801568,42.0311198
245350,64,10475,College_Creek,Very_Good,1694,1694,0,1694,776,-93.69019,42.025747
206000,64,6762,College_Creek,Good,1187,1208,0,1208,632,-93.691269,42.024614
198900,94,10402,College_Creek,Good,1226,1226,0,1226,740,-93.69245,42.024604
187000,64,7360,College_Creek,Good,1222,1222,0,1222,615,-93.692521,42.024604
320000,90,12376,Sawyer_West,Good,1673,1699,1523,3222,594,-93.68329,42.030601
138500,82,14235,Sawyer_West,Above_Average,676,831,614,1445,484,-93.6801805,42.0298532
155000,80,8816,Clear_Creek,Above_Average,1010,1052,0,1052,440,-93.682138,42.024318
159000,82,11105,College_Creek,Average,870,965,0,965,580,-93.69188,42.021321
191000,0,9337,College_Creek,Good,878,892,800,1692,513,-93.690542,42.018411
200500,70,8750,College_Creek,Above_Average,804,804,878,1682,523,-93.688258,42.01867
150000,38,15240,College_Creek,Average,1026,1026,0,1026,308,-93.68773,42.022186
161750,0,10900,College_Creek,Above_Average,689,689,703,1392,299,-93.687807,42.022045
128200,75,10650,College_Creek,Average,894,894,0,894,308,-93.687745,42.021395
127000,68,7480,College_Creek,Average,876,876,0,876,484,-93.683727,42.021133
318000,80,10389,College_Creek,Very_Good,1978,1978,0,1978,850,-93.687859,42.018662
272000,0,11423,College_Creek,Very_Good,1581,1601,0,1601,670,-93.685523,42.01906899999999
237000,44,9548,College_Creek,Good,941,941,888,1829,613,-93.687764,42.016121
240000,75,9375,College_Creek,Good,1040,1044,1054,2098,621,-93.680864,42.018721
224900,48,12137,College_Creek,Good,1649,1661,0,1661,598,-93.682686,42.017749
143750,0,4435,College_Creek,Above_Average,848,848,0,848,420,-93.681227,42.016275
143000,0,4426,College_Creek,Above_Average,848,848,0,848,420,-93.6837,42.016253
232000,48,10635,College_Creek,Very_Good,1657,1668,0,1668,502,-93.687922,42.01404
213000,70,8400,College_Creek,Good,1473,1484,0,1484,606,-93.684015,42.014092
185500,65,8773,College_Creek,Good,1414,1414,0,1414,494,-93.685961,42.014023
84900,67,8777,Edwards,Fair,0,640,0,640,240,-93.6783313,42.0203585
155891,68,8842,Edwards,Average,381,992,0,992,319,-93.677482,42.021245
100000,75,9825,Edwards,Average,0,1664,0,1664,0,-93.677553,42.021041
144000,60,10044,Edwards,Average,1196,1196,0,1196,336,-93.677545,42.020635
64000,89,11792,Edwards,Below_Average,744,792,328,1120,480,-93.676372,42.021163
125200,65,6305,Edwards,Above_Average,1008,1096,0,1096,352,-93.675268,42.020306
107000,94,7819,Edwards,Above_Average,1029,1117,0,1117,672,-93.675175,42.019849
90000,64,6410,Edwards,Below_Average,960,960,0,960,0,-93.6663375,42.01962899999999
140000,80,8546,Edwards,Below_Average,1121,1121,0,1121,440,-93.66751,42.020196
113000,52,8741,Edwards,Above_Average,735,798,689,1487,220,-93.664841,42.021793
80000,60,12180,Edwards,Below_Average,672,672,252,924,280,-93.660168,42.021583
144500,68,8562,Edwards,Average,1216,1526,0,1526,364,-93.661944,42.017726
104000,67,4853,South_and_West_of_Iowa_State_University,Average,1107,1296,0,1296,260,-93.655762,42.022674
128000,66,6858,South_and_West_of_Iowa_State_University,Above_Average,806,841,806,1647,216,-93.655653,42.022702
58500,45,8212,Edwards,Fair,864,864,0,864,200,-93.656718,42.022089
127000,50,5000,South_and_West_of_Iowa_State_University,Average,1026,1026,665,1691,308,-93.650321,42.017737
126000,0,7890,South_and_West_of_Iowa_State_University,Above_Average,856,856,0,856,399,-93.6514413,42.0177987
160000,60,7200,South_and_West_of_Iowa_State_University,Below_Average,0,862,1788,2650,0,-93.6507568,42.0163944
100000,51,9839,South_and_West_of_Iowa_State_University,Average,894,894,772,1666,0,-93.64678,42.019091
169000,50,9638,South_and_West_of_Iowa_State_University,Above_Average,804,1699,748,2447,336,-93.646683,42.019093
257500,78,10452,Crawford,Good,1528,1225,908,2133,312,-93.640041,42.016226
215000,78,15600,Crawford,Average,1032,1102,1075,2177,484,-93.639781,42.014937
266500,66,9042,Crawford,Good,1152,1188,1152,2340,252,-93.642793,42.014682
335000,100,17500,Crawford,Good,1902,1902,0,1902,567,-93.639678,42.011005
203135,85,19645,Crawford,Good,423,896,756,1652,473,-93.645014,42.010606
185000,35,3907,Blueste,Very_Good,982,1034,0,1034,598,-93.645701,42.009345
162500,35,3907,Blueste,Very_Good,1191,1191,0,1191,531,-93.645729,42.009337
289000,100,15602,Crawford,Good,1501,1801,0,1801,484,-93.641677,42.010797
125500,40,5436,Iowa_DOT_and_Rail_Road,Below_Average,796,796,358,1154,240,-93.625291,42.022772
82000,58,8154,Iowa_DOT_and_Rail_Road,Poor,480,540,0,540,200,-93.629496,42.021414
110000,50,9140,Iowa_DOT_and_Rail_Road,Above_Average,629,727,380,1107,625,-93.626689,42.021474
68400,60,7500,Iowa_DOT_and_Rail_Road,Below_Average,698,698,430,1128,528,-93.615272,42.021456
102776,66,8712,Iowa_DOT_and_Rail_Road,Below_Average,859,859,319,1178,384,-93.606593,42.022653
55993,66,8712,Iowa_DOT_and_Rail_Road,Average,540,1044,0,1044,504,-93.608271,42.021327
50138,66,8712,Iowa_DOT_and_Rail_Road,Below_Average,756,952,0,952,330,-93.60775,42.02152
246000,44,3811,Crawford,Very_Good,1594,1646,0,1646,525,-93.615993,42.00868699999999
254900,85,11050,Mitchell,Very_Good,1049,1036,880,1916,741,-93.604947,41.99706
190000,74,9620,Mitchell,Above_Average,1243,1285,0,1285,473,-93.602823,41.997052
201000,129,9196,Mitchell,Good,1560,1560,0,1560,573,-93.603972,41.996065
169900,0,12328,Mitchell,Above_Average,1012,1034,0,1034,888,-93.600797,41.994784
170000,0,12760,Mitchell,Above_Average,1958,2048,0,2048,776,-93.602002,41.994013
160000,0,57200,Timberland,Average,747,1687,0,1687,572,-93.657894,41.997741
220000,88,11896,Timberland,Good,1336,1346,0,1346,660,-93.649203,41.995346
179781,73,9803,Timberland,Good,1214,1214,0,1214,520,-93.649201,41.995278
174000,73,9802,Timberland,Average,384,744,700,1444,400,-93.649096,41.994284
269500,92,12003,Timberland,Very_Good,774,774,1194,1968,680,-93.649471,41.99353
214900,80,11316,Timberland,Good,817,824,1070,1894,510,-93.647645,41.995489
202900,85,14191,Timberland,Very_Good,967,993,915,1908,431,-93.646814,41.99435
378500,89,13214,Timberland,Excellent,2002,2018,0,2018,746,-93.652495,41.992989
169000,85,15300,Mitchell,Average,1068,1264,0,1264,528,-93.60743,41.99321
173500,93,10114,Mitchell,Average,1430,1430,0,1430,624,-93.608372,41.990934
